"Road Name","Asset ID (Identifier)","Easting (Location/Map Coordinates)","Northing (Location/Map Coordinates)","Seat Type New","Geometry"
"PARK 26 - TARNTANYA WAMA","310","280653.011","6133431.378","Willow","POINT (15428756.943493 -4152727.62385616)"
"PARK 26 - TARNTANYA WAMA","311","280595.344","6133403.931","Willow","POINT (15428685.9241903 -4152759.50234917)"
"PARK 26 - TARNTANYA WAMA","312","280614.014","6133405.234","Willow","POINT (15428708.6954497 -4152758.4568279)"
"PARK 26 - TARNTANYA WAMA","313","280658.852","6133383.561","Willow","POINT (15428762.6582008 -4152786.28263719)"
"PARK 26 - TARNTANYA WAMA","315","280203.886","6133418.629","Willow","POINT (15428209.7042633 -4152730.01879735)"
"PARK 26 - TARNTANYA WAMA","316","280181.81","6133333.896","Willow","POINT (15428180.3422664 -4152833.01021607)"
"PARK 26 - TARNTANYA WAMA","317","280164.317","6133320.895","Willow","POINT (15428158.6613588 -4152848.39772452)"
"PARK 26 - TARNTANYA WAMA","318","280206.293","6133350.195","Willow","POINT (15428210.6309579 -4152813.79437254)"
"PARK 26 - TARNTANYA WAMA","319","280229.594","6133359.715","Willow","POINT (15428239.2818003 -4152802.83543209)"
"PARK 26 - TARNTANYA WAMA","320","280254.0526","6133379.707","Willow","POINT (15428269.6487323 -4152779.10166879)"
"PARK 26 - TARNTANYA WAMA","321","280285.7023","6133357.0148","Willow","POINT (15428307.5220348 -4152807.7884234)"
"PARK 26 - TARNTANYA WAMA","323","280395.5805","6133364.1807","Willow","POINT (15428441.5231279 -4152802.25393414)"
"PARK 26 - TARNTANYA WAMA","324","280440.3678","6133386.873","Willow","POINT (15428496.7215152 -4152775.81415482)"
"PARK 26 - TARNTANYA WAMA","325","280234.9433","6133393.4418","Willow","POINT (15428246.7828618 -4152761.73993773)"
"PARK 26 - TARNTANYA WAMA","474","280425.418","6133942.935","Willow","POINT (15428494.7845366 -4152095.24889131)"
"PARK 26 - TARNTANYA WAMA","475","280211.45","6133982.572","Willow","POINT (15428235.4270379 -4152040.48028192)"
"PARK 26 - TARNTANYA WAMA","476","280208.423","6133973.814","Willow","POINT (15428231.4851043 -4152051.10288251)"
"PARK 26 - TARNTANYA WAMA","477","280206.505","6133971.622","Willow","POINT (15428229.085666 -4152053.72743869)"
"PARK 26 - TARNTANYA WAMA","478","280204.481","6133969.7","Willow","POINT (15428226.5650712 -4152056.01864886)"
"PARK 26 - TARNTANYA WAMA","479","280196.455","6133966.519","Willow","POINT (15428216.6998725 -4152059.6731743)"
"PARK 26 - TARNTANYA WAMA","480","280177.178","6133989.558","Willow","POINT (15428193.9037647 -4152030.92793353)"
"PARK 26 - TARNTANYA WAMA","481","280566.393","6133652.368","Willow","POINT (15428657.9358269 -4152454.78097613)"
"PARK 26 - TARNTANYA WAMA","482","280564.153","6133675.914","Willow","POINT (15428655.8967609 -4152425.91576224)"
"PARK 26 - TARNTANYA WAMA","483","280528.288","6133669.051","Willow","POINT (15428612.0270794 -4152433.2566576)"
"PARK 26 - TARNTANYA WAMA","484","280529.538","6133686.511","Willow","POINT (15428614.0595823 -4152411.93784835)"
"PARK 26 - TARNTANYA WAMA","485","280563.309","6133800.916","Willow","POINT (15428658.5233596 -4152273.00056285)"
"PARK 27 - BONYTHON PARK  -  TULYA WARDLI","529","280073.683","6133432.167","Concrete Leg1","POINT (15428051.5627912 -4152709.62848793)"
"PARK 27 - BONYTHON PARK  -  TULYA WARDLI","530","280050.2369","6133428.9973","Concrete Leg1","POINT (15428022.9214554 -4152712.8152879)"
"PARK 27 - BONYTHON PARK  -  TULYA WARDLI","531","279624.29","6133469.725","Willow","POINT (15427505.476806 -4152650.44869736)"
"PARK 27 - BONYTHON PARK  -  TULYA WARDLI","532","279611.391","6133460.615","Willow","POINT (15427489.5033601 -4152661.21092432)"
"PARK 27 - BONYTHON PARK  -  TULYA WARDLI","533","279584.065","6133491.545","Willow","POINT (15427457.1392589 -4152622.57357344)"
"PARK 27 - BONYTHON PARK  -  TULYA WARDLI","534","279529.407","6133643.33","Concrete Leg1","POINT (15427395.0457517 -4152435.31078454)"
"PARK 27 - BONYTHON PARK  -  TULYA WARDLI","535","279419.437","6133775.612","Concrete Leg1","POINT (15427265.0351935 -4152270.27215256)"
"PARK 27 - BONYTHON PARK  -  TULYA WARDLI","536","279677.572","6133496.181","Willow","POINT (15427571.1300981 -4152619.66102777)"
"PARK 27 - BONYTHON PARK  -  TULYA WARDLI","537","279195.408","6133940.591","Concrete Leg1","POINT (15426997.1180003 -4152061.87501507)"
"PARK 27 - BONYTHON PARK  -  TULYA WARDLI","240","279010.967","6133855.228","Concrete Leg1","POINT (15426770.040785 -4152160.82755924)"
"PARK 27 - BONYTHON PARK  -  TULYA WARDLI","242","279114.216","6133769.51","Willow","POINT (15426893.2294586 -4152268.71962936)"
"PARK 27 - BONYTHON PARK  -  TULYA WARDLI","243","279110.224","6133761.906","Willow","POINT (15426888.1451906 -4152277.90193842)"
"PARK 27 - BONYTHON PARK  -  TULYA WARDLI","244","279230.579","6133757.97","Willow","POINT (15427034.5694458 -4152286.27266658)"
"PARK 27 - BONYTHON PARK  -  TULYA WARDLI","245","279213.575","6133712.152","Willow","POINT (15427012.5183172 -4152341.80967)"
"PARK 27 - BONYTHON PARK  -  TULYA WARDLI","246","279175.97","6133699.568","Willow with Plaque","POINT (15426966.3613334 -4152356.08984729)"
"PARK 27 - BONYTHON PARK  -  TULYA WARDLI","247","279128.926","6133694.282","Willow","POINT (15426908.9262974 -4152361.16473167)"
"PARK 27 - BONYTHON PARK  -  TULYA WARDLI","248","279112.776","6133463.79","Willow","POINT (15426882.479519 -4152642.60347551)"
"PARK 27 - BONYTHON PARK  -  TULYA WARDLI","249","279119.328","6133463.627","Willow","POINT (15426890.4524616 -4152642.9965388)"
"PARK 27 - BONYTHON PARK  -  TULYA WARDLI","250","279149.299","6133476.857","Willow","POINT (15426927.33456 -4152627.70060081)"
"PARK 27 - BONYTHON PARK  -  TULYA WARDLI","251","279113.995","6133621.662","Willow","POINT (15426888.609721 -4152449.5445802)"
"PARK 27 - BONYTHON PARK  -  TULYA WARDLI","252","279118.506","6133620.106","Willow","POINT (15426894.0564484 -4152451.58107217)"
"PARK 27 - BONYTHON PARK  -  TULYA WARDLI","253","279122.263","6133618.668","Willow","POINT (15426898.5885925 -4152453.45094799)"
"PARK 27 - BONYTHON PARK  -  TULYA WARDLI","254","279126.274","6133617.59","Willow","POINT (15426903.4405977 -4152454.88801405)"
"PARK 27 - BONYTHON PARK  -  TULYA WARDLI","255","279129.557","6133616.722","Willow","POINT (15426907.4123828 -4152456.04670817)"
"PARK 27 - BONYTHON PARK  -  TULYA WARDLI","256","279133.119","6133616.004","Willow","POINT (15426911.7282884 -4152457.03018264)"
"PARK 27 - BONYTHON PARK  -  TULYA WARDLI","257","279102.436","6133589.973","Willow","POINT (15426873.6030997 -4152487.96176315)"
"PARK 27 - BONYTHON PARK  -  TULYA WARDLI","258","279077.434","6133602.666","Willow","POINT (15426843.5345887 -4152471.69774364)"
"PARK 27 - BONYTHON PARK  -  TULYA WARDLI","259","279035.102","6133597.993","Willow","POINT (15426791.8542377 -4152476.16159243)"
"PARK 27 - BONYTHON PARK  -  TULYA WARDLI","260","279030.624","6133631.225","Willow","POINT (15426787.3801991 -4152435.38310626)"
"PARK 27 - BONYTHON PARK  -  TULYA WARDLI","261","279033.424","6133631.074","Willow","POINT (15426790.784979 -4152435.65059474)"
"PARK 27 - BONYTHON PARK  -  TULYA WARDLI","262","278985.929","6133679.841","Willow","POINT (15426734.3919118 -4152374.59931527)"
"PARK 27 - BONYTHON PARK  -  TULYA WARDLI","263","279297.782","6133637.584","Willow","POINT (15427112.8539691 -4152435.501006)"
"PARK 27 - BONYTHON PARK  -  TULYA WARDLI","264","279264.193","6133630.144","Willow","POINT (15427071.7377902 -4152443.60870996)"
"PARK 27 - BONYTHON PARK  -  TULYA WARDLI","265","279230.344","6133600.142","Willow with Plaque","POINT (15427029.6413892 -4152479.30423552)"
"PARK 27 - BONYTHON PARK  -  TULYA WARDLI","266","279182.801","6133616.55","Willow","POINT (15426972.2363608 -4152457.83072423)"
"PARK 27 - BONYTHON PARK  -  TULYA WARDLI","267","279158.517","6133619.952","Willow","POINT (15426942.7686403 -4152452.95205949)"
"PARK 27 - BONYTHON PARK  -  TULYA WARDLI","268","279108.7","6133632.629","Willow","POINT (15426882.4853592 -4152435.97432164)"
"PARK 27 - BONYTHON PARK  -  TULYA WARDLI","269","279063.711","6133480.429","Willow","POINT (15426823.2275993 -4152620.80131833)"
"PARK 27 - BONYTHON PARK  -  TULYA WARDLI","270","279026.406","6133424.73","Willow","POINT (15426776.1651563 -4152687.82478102)"
"PARK 27 - BONYTHON PARK  -  TULYA WARDLI","271","279025.635","6133403.845","Willow","POINT (15426774.6114855 -4152713.34697601)"
"PARK 27 - BONYTHON PARK  -  TULYA WARDLI","272","279013.98","6133387.092","Willow","POINT (15426759.926965 -4152733.49334221)"
"PARK 27 - BONYTHON PARK  -  TULYA WARDLI","273","278996.146","6133378.328","Willow","POINT (15426737.9539976 -4152743.68535383)"
"PARK 27 - BONYTHON PARK  -  TULYA WARDLI","274","278959.187","6133390.747","Removed or For Removal","POINT (15426693.3179838 -4152727.40197748)"
"PARK 27 - BONYTHON PARK  -  TULYA WARDLI","275","278950.196","6133408.335","Removed or For Removal","POINT (15426682.8884454 -4152705.62361124)"
"PARK 27 - BONYTHON PARK  -  TULYA WARDLI","276","278950.308","6133427.951","Removed or For Removal","POINT (15426683.6025463 -4152681.63410428)"
"PARK 27 - BONYTHON PARK  -  TULYA WARDLI","277","279000.7","6133454.086","Removed or For Removal","POINT (15426745.7297223 -4152651.15848349)"
"PARK 27 - BONYTHON PARK  -  TULYA WARDLI","279","278933.795","6133494.3529","Willow","POINT (15426665.4519865 -4152599.92811116)"
"PARK 27 - BONYTHON PARK  -  TULYA WARDLI","280","278909.22","6133541.845","Willow","POINT (15426636.928468 -4152541.11285785)"
"PARK 27 - BONYTHON PARK  -  TULYA WARDLI","281","278912.518","6133544.584","Willow","POINT (15426641.02476 -4152537.8603496)"
"PARK 27 - BONYTHON PARK  -  TULYA WARDLI","282","278981.115","6133526.306","Willow","POINT (15426724.0096141 -4152562.24573865)"
"PARK 27 - BONYTHON PARK  -  TULYA WARDLI","283","279003.97","6133529.743","Willow","POINT (15426751.9389168 -4152558.71791788)"
"PARK 27 - BONYTHON PARK  -  TULYA WARDLI","284","279008.081","6133570.43","Willow","POINT (15426758.1423713 -4152509.07489767)"
"PARK 27 - BONYTHON PARK  -  TULYA WARDLI","286","278925.983","6133341.558","Adelaide Suite Bench Curved","POINT (15426651.4395212 -4152786.58419818)"
"PARK 27 - BONYTHON PARK  -  TULYA WARDLI","287","278981.281","6133455.876","Removed or For Removal","POINT (15426722.1377934 -4152648.39469395)"
"PARK 27 - BONYTHON PARK  -  TULYA WARDLI","288","278816.24","6133971.487","Willow with Plaque","POINT (15426536.3764738 -4152012.87517293)"
"PARK 27 - BONYTHON PARK  -  TULYA WARDLI","1026","279587.777","6133488.464","Willow","POINT (15427461.5685354 -4152626.45152061)"
"PARK 27 - BONYTHON PARK  -  TULYA WARDLI","1171","278928.054","6133335.794","Adelaide Suite Bench Curved","POINT (15426653.7914232 -4152793.69562952)"
"PARK 27 - BONYTHON PARK  -  TULYA WARDLI","1172","278930.207","6133319.51","Willow","POINT (15426655.9332976 -4152813.67689371)"
"PARK 27 - BONYTHON PARK  -  TULYA WARDLI","1173","278979.688","6133283.782","Willow","POINT (15426715.1302175 -4152858.84121567)"
"PARK 27 - BONYTHON PARK  -  TULYA WARDLI","1174","278994.164","6133311.236","Willow","POINT (15426733.5650265 -4152825.68932007)"
"PARK 27 - BONYTHON PARK  -  TULYA WARDLI","1175","279008.201","6133337.993","Willow","POINT (15426751.4446648 -4152793.37702676)"
"PARK 27 - BONYTHON PARK  -  TULYA WARDLI","1176","279612.32","6133461.413","Willow","POINT (15427490.6579524 -4152660.26227046)"
"PARK 27 - BONYTHON PARK  -  TULYA WARDLI","1433","279192.322","6133572.745","Unknown","POINT (15426982.5403493 -4152511.69018893)"
"PARK 27 - BONYTHON PARK  -  TULYA WARDLI","1434","279132.488","6133609.365","Unknown","POINT (15426910.7646393 -4152465.13170342)"
"PARK 27 - BONYTHON PARK  -  TULYA WARDLI","1435","279169.071","6133604.268","Unknown","POINT (15426955.1575891 -4152472.44711068)"
"PARK 27 - BONYTHON PARK  -  TULYA WARDLI","1436","279148.445","6133591.052","Activity Hub Round","POINT (15426929.6548108 -4152488.00204774)"
"PARK 27 - BONYTHON PARK  -  TULYA WARDLI","1437","279146.158","6133583.045","Activity Hub Round","POINT (15426926.6345933 -4152497.72785513)"
"PARK 27 - BONYTHON PARK  -  TULYA WARDLI","1438","279121.111","6133587.443","Activity Hub Round","POINT (15426896.2670845 -4152491.60828053)"
"PARK 27 - BONYTHON PARK  -  TULYA WARDLI","1439","279152.157","6133573.668","Activity Hub Round","POINT (15426933.6630059 -4152509.37423522)"
"PARK 27 - BONYTHON PARK  -  TULYA WARDLI","1440","279131.793","6133601.963","Activity Hub Round","POINT (15426909.7006115 -4152474.16456574)"
"PARK 27 - BONYTHON PARK  -  TULYA WARDLI","1441","279158.7286","6133601.0538","Activity Hub Round","POINT (15426942.4702634 -4152476.07274571)"
"PARK 27 - BONYTHON PARK  -  TULYA WARDLI","1364","278927.053","6133338.748","Willow with Plaque","POINT (15426652.6596005 -4152790.05286844)"
"PARK 27 - BONYTHON PARK  -  TULYA WARDLI","1365","279020.648","6133635.24","Willow with Plaque","POINT (15426775.3518188 -4152430.1773542)"
"PARK 27 - BONYTHON PARK  -  TULYA WARDLI","1388","279132.847","6133621.904","Willow","POINT (15426911.5707134 -4152449.80584761)"
"PARK 27 - BONYTHON PARK  -  TULYA WARDLI","1389","279133.948","6133755.804","Willow with Plaque","POINT (15426916.8511439 -4152286.06642)"
"PARK 27 - BONYTHON PARK  -  TULYA WARDLI","1390","278948.204","6133522.996","Willow","POINT (15426683.8399149 -4152565.32066137)"
"PARK 27 - BONYTHON PARK  -  TULYA WARDLI","1546","279954.6036","6133419.6796","Willow with Plaque","POINT (15427906.2032681 -4152721.39620607)"
"PARK 27 - BONYTHON PARK  -  TULYA WARDLI","1473","279959.0534","6133245.6436","Willow","POINT (15427906.5188667 -4152934.39930637)"
"PARK 27 - BONYTHON PARK  -  TULYA WARDLI","1739","279016.7282","6133437.0348","Willow","POINT (15426764.7436822 -4152672.48825376)"
"PARK 28 - PALMER GARDENS","1333","280227.327","6134231.429","Willow with Plaque","POINT (15428262.0429441 -4151736.58248862)"
"PARK 28 - PALMER GARDENS","1334","280213.063","6134261.223","Willow with Plaque","POINT (15428245.5484664 -4151699.7240339)"
"PARK 28 - PALMER GARDENS","470","280287.414","6134289.691","Willow","POINT (15428336.9048086 -4151667.09282984)"
"PARK 28 - PALMER GARDENS","471","280196.145","6134219.152","Willow","POINT (15428223.7189382 -4151750.68073176)"
"PARK 28 - PALMER GARDENS","472","280238.898","6134159.693","Willow","POINT (15428274.0310651 -4151824.65865039)"
"PARK 29 - BROUGHAM GARDENS","445","280816.957","6134198.817","Adelaide Suite Bench Curved","POINT (15428978.9772368 -4151793.78292939)"
"PARK 29 - BROUGHAM GARDENS","446","280821.638","6134198.36","Adelaide Suite Bench Curved","POINT (15428984.6631452 -4151794.47913591)"
"PARK 29 - BROUGHAM GARDENS","447","280822.572","6134202.375","Adelaide Suite Bench Curved","POINT (15428985.917527 -4151789.59599604)"
"PARK 29 - BROUGHAM GARDENS","448","280818.123","6134203.764","Adelaide Suite Bench Curved","POINT (15428980.5412958 -4151787.76671571)"
"PARK 29 - BROUGHAM GARDENS","449","280810.437","6134225.8","Willow with Plaque","POINT (15428971.8267098 -4151760.59031521)"
"PARK 29 - BROUGHAM GARDENS","450","280790.079","6134225.804","Willow with Plaque","POINT (15428947.0404645 -4151759.98836253)"
"PARK 29 - BROUGHAM GARDENS","453","280786.162","6134248.045","Willow with Plaque","POINT (15428942.9208027 -4151732.67182903)"
"PARK 29 - BROUGHAM GARDENS","454","280750.917","6134279.37","Willow","POINT (15428900.9240193 -4151693.3263968)"
"PARK 29 - BROUGHAM GARDENS","455","280742.44","6134251.113","Willow","POINT (15428889.7779447 -4151727.63706871)"
"PARK 29 - BROUGHAM GARDENS","456","280723.7116","6134259.0769","Willow","POINT (15428867.2083038 -4151717.34751435)"
"PARK 29 - BROUGHAM GARDENS","457","280734.87","6134239.842","Willow","POINT (15428880.2321562 -4151741.1998676)"
"PARK 29 - BROUGHAM GARDENS","458","280723.588","6134246.751","Willow","POINT (15428866.6978592 -4151732.41890662)"
"PARK 29 - BROUGHAM GARDENS","459","280671.129","6134335.164","Willow","POINT (15428805.4106852 -4151622.74774282)"
"PARK 29 - BROUGHAM GARDENS","460","280675.288","6134343.373","Willow","POINT (15428810.7140939 -4151612.82996416)"
"PARK 29 - BROUGHAM GARDENS","461","280675.066","6134378.887","Willow","POINT (15428811.4811927 -4151569.38901523)"
"PARK 29 - BROUGHAM GARDENS","462","280670.387","6134391.489","Willow","POINT (15428806.1526147 -4151553.83922542)"
"PARK 29 - BROUGHAM GARDENS","463","280727.22","6134413.398","Willow with Plaque","POINT (15428875.9866667 -4151528.71156978)"
"PARK 29 - BROUGHAM GARDENS","464","280795.744","6134437.357","Willow","POINT (15428960.1140218 -4151501.4191933)"
"PARK 29 - BROUGHAM GARDENS","465","280587.362","6134359.664","Willow","POINT (15428704.1396686 -4151590.325151)"
"PARK 29 - BROUGHAM GARDENS","466","280531.006","6134363.669","Willow","POINT (15428635.6431052 -4151583.77242636)"
"PARK 29 - BROUGHAM GARDENS","467","280594.4","6134331.747","Willow","POINT (15428711.8926843 -4151624.67490366)"
"PARK 29 - BROUGHAM GARDENS","468","280636.4","6134325.844","Willow","POINT (15428762.8555555 -4151633.12718597)"
"PARK 29 - BROUGHAM GARDENS","469","280440.856","6134338.347","Willow","POINT (15428525.1448348 -4151612.09422677)"
"PARK 29 - BROUGHAM GARDENS","1335","280689.059","6134253.66","Willow","POINT (15428824.8599097 -4151722.9558474)"
"PARK 29 - BROUGHAM GARDENS","1336","280483.045","6134301.222","Willow with Plaque","POINT (15428575.424747 -4151658.73822473)"
"PARK 29 - BROUGHAM GARDENS","1337","280404.302","6134312.23","Willow with Plaque","POINT (15428479.8763281 -4151642.9621017)"
"PARK 29 - BROUGHAM GARDENS","1338","280387.324","6134322.446","Willow with Plaque","POINT (15428459.504294 -4151629.96885054)"
"PARK 29 - BROUGHAM GARDENS","1467","280564.9439","6134368.1135","Willow","POINT (15428677.0925139 -4151579.33311198)"
"PARK 29 - BROUGHAM GARDENS","1471","280766.6131","6134239.8565","Willow","POINT (15428918.8804548 -4151742.11331845)"
"PARK - LIGHT SQUARE","1302","280219.4171","6132535.3167","Adelaide Suite with Plaque","POINT (15428202.7438941 -4153810.94323122)"
"PARK - LIGHT SQUARE","1303","280171.7932","6132677.4418","Adelaide Suite","POINT (15428148.9146114 -4153635.6873341)"
"PARK - LIGHT SQUARE","567","280209.2653","6132679.8305","Adelaide Suite","POINT (15428194.6151933 -4153633.86816947)"
"PARK - LIGHT SQUARE","568","280190.156","6132697.7454","Adelaide Suite","POINT (15428171.8702268 -4153611.39163486)"
"PARK - LIGHT SQUARE","569","280147.7573","6132635.0431","Adelaide Suite","POINT (15428118.4031733 -4153686.84371583)"
"PARK - LIGHT SQUARE","570","280153.4304","6132591.7487","Adelaide Suite","POINT (15428124.0428244 -4153739.97045795)"
"PARK - LIGHT SQUARE","571","280162.0893","6132560.3976","Adelaide Suite","POINT (15428133.6684065 -4153778.57563545)"
"PARK - LIGHT SQUARE","572","280178.8099","6132529.0465","Adelaide Suite","POINT (15428153.1111169 -4153817.41822474)"
"PARK - LIGHT SQUARE","573","280227.7774","6132564.5777","Adelaide Suite","POINT (15428213.781736 -4153775.39554052)"
"PARK - LIGHT SQUARE","574","280234.0476","6132601.0048","Adelaide Suite","POINT (15428222.4842271 -4153731.02051265)"
"PARK - LIGHT SQUARE","1689","280242.5675","6132728.0653","Concrete Leg1","POINT (15428236.5808009 -4153575.84551924)"
"PARK - LIGHT SQUARE","1507","280132.3035","6132715.1944","Adelaide Suite","POINT (15428101.9334621 -4153588.3446308)"
"PARK - LIGHT SQUARE","1521","280120.5095","6132706.3863","Adelaide Suite","POINT (15428087.3135885 -4153598.77180967)"
"PARK - LIGHT SQUARE","1522","280234.982","6132734.039","Willow","POINT (15428227.5187867 -4153568.31511028)"
"PARK - LIGHT SQUARE","1523","280229.802","6132730.474","Willow","POINT (15428221.1066 -4153572.52352162)"
"PARK - LIGHT SQUARE","1524","280243.9111","6132718.8092","Concrete Leg1","POINT (15428237.9458212 -4153587.20742472)"
"PARK - LIGHT SQUARE","1676","280109.4032","6132705.2507","Concrete Leg1","POINT (15428073.7559733 -4153599.83395339)"
"PARK - LIGHT SQUARE","1677","280111.1973","6132702.3293","Concrete Leg1","POINT (15428075.8550626 -4153603.46032923)"
"PARK - LIGHT SQUARE","1678","280111.3469","6132698.9691","Concrete Leg1","POINT (15428075.9387557 -4153607.57504792)"
"PARK - LIGHT SQUARE","1679","280109.199","6132702.345","Concrete Leg1","POINT (15428073.4221572 -4153603.3822946)"
"PARK - LIGHT SQUARE","1680","280109.2754","6132699.1643","Concrete Leg1","POINT (15428073.4219731 -4153607.27528749)"
"PARK - LIGHT SQUARE","1681","280118.2627","6132736.9422","Concrete Leg1","POINT (15428085.4730875 -4153561.32870043)"
"PARK - HINDMARSH SQUARE","1694","281344.235","6132720.4597","Willow","POINT (15429577.8852902 -4153617.48126078)"
"PARK - HINDMARSH SQUARE","1696","281217.9317","6132774.6303","Concrete Leg1","POINT (15429425.6614805 -4153547.51884501)"
"PARK - HINDMARSH SQUARE","1697","281247.8832","6132658.3325","Willow","POINT (15429458.7433459 -4153690.65712254)"
"PARK - HINDMARSH SQUARE","576","281247.4354","6132668.1858","Willow","POINT (15429458.4853311 -4153678.59091062)"
"PARK - HINDMARSH SQUARE","577","281247.1368","6132675.7996","Willow","POINT (15429458.3437066 -4153669.26855652)"
"PARK - HINDMARSH SQUARE","578","281245.9425","6132685.5035","Willow","POINT (15429457.1722966 -4153657.36325745)"
"PARK - HINDMARSH SQUARE","580","281274.9422","6132704.8927","Adelaide Suite","POINT (15429493.051489 -4153634.49470446)"
"PARK - HINDMARSH SQUARE","581","281273.3747","6132708.2517","Adelaide Suite","POINT (15429491.2406167 -4153630.33990617)"
"PARK - HINDMARSH SQUARE","582","281272.9268","6132715.7909","Adelaide Suite","POINT (15429490.9149814 -4153621.10447318)"
"PARK - HINDMARSH SQUARE","583","281273.9719","6132719.0007","Adelaide Suite","POINT (15429492.2812054 -4153617.20869707)"
"PARK - HINDMARSH SQUARE","584","281265.056","6132831.982","Adelaide Suite","POINT (15429484.7177595 -4153478.74432954)"
"PARK - HINDMARSH SQUARE","585","281235.0168","6132832.0996","Adelaide Suite","POINT (15429448.1419927 -4153477.72074546)"
"PARK - HINDMARSH SQUARE","586","281230.514","6132804.121","Adelaide Suite","POINT (15429441.8430981 -4153511.81324288)"
"PARK - HINDMARSH SQUARE","587","281236.206","6132811.502","Adelaide Suite","POINT (15429448.9895557 -4153502.95125283)"
"PARK - HINDMARSH SQUARE","588","281246.609","6132818.882","Adelaide Suite","POINT (15429461.8726377 -4153494.22845921)"
"PARK - HINDMARSH SQUARE","589","281214.902","6132791.348","Adelaide Suite","POINT (15429422.4596236 -4153526.98036611)"
"PARK - HINDMARSH SQUARE","590","281215.387","6132785.236","Adelaide Suite","POINT (15429422.8719969 -4153534.47100208)"
"PARK - HINDMARSH SQUARE","591","281216.19","6132779.46","Adelaide Suite","POINT (15429423.6814035 -4153541.55994936)"
"PARK - HINDMARSH SQUARE","592","281224.523","6132793.199","Adelaide Suite","POINT (15429434.2292827 -4153524.9979595)"
"PARK - HINDMARSH SQUARE","593","281316.306","6132820.322","Adelaide Suite","POINT (15429546.7858648 -4153494.50787585)"
"PARK - HINDMARSH SQUARE","594","281328.539","6132810.59","Adelaide Suite","POINT (15429561.3985796 -4153506.77054674)"
"PARK - HINDMARSH SQUARE","595","281338.726","6132799.392","Adelaide Suite","POINT (15429573.4771472 -4153520.76658424)"
"PARK - HINDMARSH SQUARE","596","281329.263","6132829.876","Adelaide Suite","POINT (15429562.8422731 -4153483.20043049)"
"PARK - HINDMARSH SQUARE","597","281343.7112","6132729.2499","Willow","POINT (15429577.5036151 -4153606.71333288)"
"PARK - HINDMARSH SQUARE","598","281345.8928","6132712.152","Willow","POINT (15429579.6619357 -4153627.69217886)"
"PARK - HINDMARSH SQUARE","599","281347.3857","6132693.192","Willow","POINT (15429580.9273415 -4153650.9287198)"
"PARK - HINDMARSH SQUARE","600","281350.8194","6132663.6324","Willow","POINT (15429584.2472337 -4153687.18814311)"
"PARK - HINDMARSH SQUARE","601","281337.2339","6132654.0777","Willow","POINT (15429567.4251723 -4153698.4782664)"
"PARK - HINDMARSH SQUARE","602","281328.1254","6132667.6463","Willow","POINT (15429556.7288557 -4153681.61371965)"
"PARK - HINDMARSH SQUARE","603","281324.3949","6132675.7249","Willow","POINT (15429552.4215441 -4153671.62231252)"
"PARK - HINDMARSH SQUARE","604","281308.062","6132685.306","Adelaide Suite","POINT (15429532.8116404 -4153659.42398411)"
"PARK - HINDMARSH SQUARE","605","281315.5121","6132681.2487","Adelaide Suite","POINT (15429541.7656336 -4153664.605226)"
"PARK - HINDMARSH SQUARE","606","281314.2431","6132689.2358","Adelaide Suite","POINT (15429540.4531296 -4153654.79782835)"
"PARK - HINDMARSH SQUARE","607","281313.1981","6132692.4455","Adelaide Suite","POINT (15429539.274151 -4153650.84095935)"
"PARK - HINDMARSH SQUARE","608","281314.9149","6132677.5164","Adelaide Suite","POINT (15429540.9296147 -4153669.15328951)"
"PARK - HINDMARSH SQUARE","1422","281216.027","6132798.359","Adelaide Suite","POINT (15429424.033993 -4153518.43720432)"
"PARK - HINDMARSH SQUARE","1423","281216.98","6132803.108","Adelaide Suite","POINT (15429425.332955 -4153512.6559699)"
"PARK - HINDMARSH SQUARE","1424","281217.25","6132800.568","Adelaide Suite","POINT (15429425.5876757 -4153515.77089807)"
"PARK - HINDMARSH SQUARE","1425","281215.646","6132804.897","Adelaide Suite","POINT (15429423.7606835 -4153510.42852691)"
"PARK - HINDMARSH SQUARE","1177","281220.38","6132782.71","Adelaide Suite","POINT (15429428.878424 -4153537.70715258)"
"PARK - HINDMARSH SQUARE","1178","281221.691","6132765.037","Adelaide Suite","POINT (15429429.9595377 -4153559.3638701)"
"PARK - HINDMARSH SQUARE","1179","281227.58","6132765.663","Adelaide Suite","POINT (15429437.1489668 -4153558.77061232)"
"PARK - HINDMARSH SQUARE","1201","281280.541","6132709.264","Adelaide Suite","POINT (15429499.9967608 -4153629.31146995)"
"PARK - HINDMARSH SQUARE","1202","281338.279","6132659.4522","Willow","POINT (15429568.8544701 -4153691.93446968)"
"PARK - HINDMARSH SQUARE","1203","281323.3499","6132728.4993","Willow","POINT (15429552.6871705 -4153607.03539823)"
"PARK - HINDMARSH SQUARE","1204","281327.8286","6132798.4049","Swivel seat Stainless Steel","POINT (15429560.1783886 -4153521.65501614)"
"PARK - HINDMARSH SQUARE","1205","281327.3061","6132797.0986","Swivel seat Stainless Steel","POINT (15429559.5040584 -4153523.23763516)"
"PARK - HINDMARSH SQUARE","1206","281323.5365","6132792.8438","Swivel seat Stainless Steel","POINT (15429554.7897322 -4153528.33190896)"
"PARK - HINDMARSH SQUARE","1207","281320.7373","6132791.9854","Swivel seat Stainless Steel","POINT (15429551.356068 -4153529.2999848)"
